SpeciesName,CommonName
Parietaria officinalis,Upright Pellitory
Parietaria pensylvanica,"Pennsylvania Pellitory, Rock Pellitory"
Parietaria praetermissa,"Clustered Pellitory, Coastal Pellitory, White Pellitory"
Parkinsonia aculeata,"Jerusalem-Thorn, Horse-Bean, Mexican Palo-Verde"
Parnassia asarifolia,"Kidney-Leaf Grass-Of-Parnassus, Appalachian Grass-Of-Parnassus, Brook Parnassia"
Parnassia grandifolia,"Large-Leaf Grass-Of-Parnassus, Lime-Seep Parnassia, Undine"
Paronychia americana,"American Nailwort, American Whitlow-Wort"
Paronychia argyrocoma,Silvery Nailwort
Paronychia baldwinii ssp. baldwinii,"Annual Dune Whitlow-Wort, Baldwin’s Nailwort"
Paronychia baldwinii ssp. riparia,Perennial Dune Whitlow-Wort
Paronychia canadensis,"Smooth Forked Nailwort, Canadian Whitlow-Wort, Tall Forked-Chickweed"
Paronychia erecta var. corymbosa,"Hairy Squareflower, Hairy Beach Sand-Squares"
Paronychia fastigiata,"Hairy Forked Nailwort, Hairy Forked-Chickweed, Common Forked Whitlow-Wort"
Paronychia herniarioides,"Coastal-Plain Nailwort, Michaux's Whitlow-Wort"
Paronychia patula,Pineland Nailwort
Paronychia rugelii,Rugel's Nailwort
Paronychia virginica,"Yellow Nailwort, Virginia Whitlow-Wort, Virginia Nailwort"
Parthenium auriculatum,"Glade Wild Quinine, Eared Feverfew"
Parthenium hysterophorus,"Santa-Maria Feverfew, False Ragweed"
Parthenium integrifolium,"Common Wild Quinine, American Feverfew"
Parthenocissus quinquefolia,"Virginia-Creeper, Woodbine"
Pascalia glauca,Beach Creeping-Oxeye
Paspalum bifidum,Pitchfork Crowngrass
Paspalum boscianum,Bull Crowngrass
Paspalum caespitosum,Blue Crowngrass
Paspalum conjugatum,"Hilo Grass, Sour Crowngrass, Sourgrass"
Paspalum denticulatum,"Long-Tom, Pull-And-Be-Damned, Long-Tom Crowngrass"
Paspalum dilatatum,"Dallis Grass, Golden Crowngrass"
Paspalum dissectum,Mudbank Crowngrass
Paspalum distichum,"Knotgrass, Jointed Crowngrass"
Paspalum floridanum,Florida Crowngrass
Paspalum fluitans,"Horse-Tail Crowngrass, Water Crowngrass"
Paspalum fluitans,"Horse-Tail Crowngrass, Water Crowngrass"
Paspalum laeve,"Field Crowngrass, Smooth Crowngrass"
Paspalum lentiferum,Curtis’s Crowngrass
Paspalum minus,Matted Crowngrass
Paspalum nicorae,Brunswick Grass
Paspalum notatum,Bahia Grass
Paspalum plicatulum,Brown-Seed Crowngrass
Paspalum praecox,Early Crowngrass
Paspalum pubiflorum var. glabrum,Smooth-Seed Crowngrass
Paspalum pubiflorum var. pubiflorum,Hairy-Seed Crowngrass
Paspalum setaceum var. ciliatifolium,Fringe-Leaf Crowngrass
Paspalum setaceum var. longepedunculatum,Bare-Stem Crowngrass
Paspalum setaceum var. muehlenbergii,"Muhlenberg’s Crowngrass, Hurrah Grass"
Paspalum setaceum var. setaceum,"Thin Crowngrass, Slender Crowngrass"
Paspalum setaceum var. stramineum,Yellow-Sand Crowngrass
Paspalum setaceum var. supinum,Supine Thin Crowngrass
Paspalum urvillei,Vasey’s Grass
Paspalum vaginatum,"Seashore Crowngrass, Sand Knotgrass"
Passiflora incarnata,"Purple Passion-Flower, Maypops"
Passiflora lutea,Yellow Passion-Flower
Paulownia tomentosa,"Princess-Tree, Royal Empress-Tree, Royal Paulownia"
Paysonia densipila,Duck River Bladderpod
Paysonia lyrata,"Lyre-Leaf Bladderpod, Lyrate Bladderpod"
Pectis prostrata,Spreading Cinchweed
Pedicularis canadensis var. canadensis,"Canadian Lousewort, Eastern Lousewort, Wood-Betony"
Pedicularis canadensis var. dobbsii,Dobbs’ Lousewort
Pediomelum canescens,"Buckroot, Eastern Prairie-Turnip, Hoary Scurf-Pea"
Pediomelum subacaule,"Nashville Breadroot, White-Rim Indian-Breadroot, White-Rim Scurf-Pea, Glade-Potato"
Pellaea atropurpurea,"Purple Cliffbrake, Purple-Stem Cliffbrake, Hairy Cliffbrake"
Peltandra sagittifolia,"White Arrow-Arum, Spoon-Flower, White-Arum"
Peltandra virginica,"Green Arrow-Arum, Tuckahoe"
Pennisetum glaucum,Pearl Millet
Pennisetum purpureum,"Elephant Grass, Napier Grass, Uganda Grass"
Penstemon alluviorum,Lowland Beardtongue
Penstemon australis,"Southern Beardtongue, Sandhill Beardtongue, Eustis Lake Beardtongue"
Penstemon calycosus,"Long-Sepal Beardtongue, Calico Beardtongue, Smooth Beardtongue"
Penstemon canescens,"Appalachian Beardtongue, Eastern Gray Beardtongue"
Penstemon digitalis,"Foxglove Beardtongue, Tall White Beardtongue, Talus Slope Beardtongue"
Penstemon kralii,Kral’s Beardtongue
Penstemon laevigatus,"Eastern Smooth Beardtongue, Eastern Beardtongue"
Penstemon laxiflorus,"Nodding Beardtongue, Piney-Woods Beardtongue, Loose-Flower Beardtongue"
Penstemon multiflorus,Many-Flower Beardtongue
Penstemon pallidus,"Pale Beardtongue, White Beardtongue"
Penstemon smallii,"Small’s Beardtongue, Blue Ridge Beardtongue"
Penstemon tenuiflorus,"Eastern White-Flower Beardtongue, Glade Beardtongue, Limestone Beardtongue, Slender-Flower Beardtongue"
Penthorum sedoides,Ditch-Stonecrop
Perideridia americana,Eastern Yampah
Perilla frutescens,"Beefsteak-Plant, Wild Basil"
Persea borbonia,Red Bay
Persea palustris,Swamp Bay
Persicaria amphibia,"Water Smartweed, Amphibious Bistort, Long-Root Smartweed"
Persicaria glabra,"Dense-Flower Smartweed, Smooth Knotweed"
Persicaria hirsuta,Hairy Smartweed
Persicaria hydropiper,"Water-Pepper, Marsh-Pepper Smartweed"
Persicaria hydropiperoides,"Swamp Smartweed, Mild Water-Pepper, False Water-Pepper"
Persicaria lapathifolia,"Pale Smartweed, Dock-Leaf Smartweed, Willow-Weed, Nodding Smartweed, Pale Knotweed"
Persicaria longiseta,"Long-Bristle Smartweed, Oriental Lady’s-Thumb, Tufted Knotweed"
Persicaria maculosa,"Spotted Lady’s-Thumb, Heart's-Ease, Spotted Smartweed"
Persicaria orientalis,"Kiss-Me-Over-The-Garden-Gate, Prince's-Feather, Prince's-Plume"
Persicaria pensylvanica,"Pennsylvania Smartweed, Pinkweed"
Persicaria punctata,Dotted Smartweed
Persicaria sagittata,"Arrowleaf Tearthumb, Arrow-Vine, Scratch-Grass"
Persicaria setacea,"Bog Smartweed, Bristly Smartweed"
Persicaria virginiana,"Jumpseed, Virginia Knotweed"
Petrorhagia prolifera,"Childing-Pink, Proliferous-Pink"
Petunia ×atkinsiana,Garden Petunia
Petunia axillaris,Large White Petunia
Petunia integrifolia,"Violet-Flower Petunia, Violet Petunia"
Phacelia bipinnatifida,"Fern-Leaf Scorpion-Weed, Fern-Leaf Phacelia, Forest Phacelia, Purple Phacelia"
Phacelia dubia var. dubia,"Small-Flower Scorpion-Weed, Appalachian Scorpion-Weed, Small-Flower Phacelia"
Phacelia dubia var. georgiana,"Georgia Scorpion-Weed, Georgia Phacelia, Outcrop Phacelia"
Phacelia maculata,"Spotted Scorpion-Weed, Flatrock Phacelia, Spotted Phacelia"
Phacelia purshii,Miami-Mist
Phacelia ranunculacea,"Ocean-Blue Scorpion-Weed, Western Buttercup Phacelia, Ocean-Blue Phacelia"
Phacelia strictiflora var. robbinsii,"Robbins' Scorpion-Weed, Robbins’ Phacelia"
Phalaris angusta,Timothy Canary Grass
Phalaris canariensis,"Common Canary Grass, Birdseed Grass"
Phalaris caroliniana,"Carolina Canary Grass, May Grass"
Phalaris minor,"Little-Seed Canary Grass, Lesser Canary Grass"
Phanopyrum gymnocarpon,"Savannah Panicgrass, Swamp Panicgrass"
Phaseolus coccineus,Scarlet-Runner Bean
Phaseolus polystachios,"Thicket Bean, Wild Bean, Wild Kidney Bean"
Phaseolus sinuatus,Sandhill Bean
Phegopteris hexagonoptera,"Broad Beech Fern, Southern Beech Fern"
Phemeranthus calcaricus,"Limestone Fameflower, Cedar-Glade Rock-Pink, Limestone False Fameflower"
Phemeranthus mengesii,"Menges’ Fameflower, Large-Flower Rock-Pink, Menges' False Fameflower"
Phemeranthus parviflorus,"Prairie Fameflower, Sun-Bright, Small-Flower Rock-Pink, Prairie False Fameflower"
Phemeranthus teretifolius,"Quill Fameflower, Appalachian Rock-Pink, Appalachian Fameflower, Quill False Fameflower"
Philadelphus hirsutus,"Streambank Mock Orange, Hairy Mock Orange, Cumberland Mock Orange"
Philadelphus inodorus,"Scentless Mock Orange, Appalachian Mock Orange, Common Mock Orange"
Phlebodium aureum,"Golden-Polypody, Goldfoot Fern, Cabbage Palm Fern"
Phleum pratense,"Common Timothy, Cat-Tail Grass"
Phlox amoena,"Hairy Phlox, Chalice Phlox"
Phlox amplifolia,"Large-Leaf Phlox, Broadleaf Phlox"
Phlox carolina,"Carolina Phlox, Thick-Leaf Phlox"
Phlox divaricata ssp. divaricata,"Eastern Blue Phlox, Wild Blue Phlox, Timber Phlox"
Phlox divaricata ssp. laphamii,Western Blue Phlox
Phlox drummondii,"Annual Phlox, Drummond’s Phlox"
Phlox floridana,Florida Phlox
Phlox glaberrima,Smooth Phlox
Phlox latifolia,"Mountain Phlox, Appalachian Phlox, Wide-Flower Phlox"
Phlox maculata,"Wild Sweet-William, Meadow Phlox"
Phlox nivalis,Trailing Phlox
Phlox paniculata,"Garden Phlox, Summer Phlox, Fall Phlox"
Phlox pilosa ssp. detonsa,Gulf Phlox
Phlox pilosa ssp. ozarkana,Ozark Phlox
Phlox pilosa ssp. pilosa,Downy Phlox
Phlox pulchra,"Alabama Phlox, Wherry's Phlox"
Phlox subulata,Moss Phlox
Phoebanthus tenuifolius,Pineland False Sunflower
Phoradendron leucarpum,"Oak Mistletoe, American Mistletoe, Eastern Mistletoe"
Photinia serratifolia,Taiwanese Redtip
Phragmites karka,"Common Reed, Tall Reed"
Phryma leptostachya,American Lopseed
Phyla lanceolata,"Lance-Leaf Frogfruit, Northern Frogfruit, Marsh Frogfruit"
Phyla nodiflora,"Turkey-Tangle Frogfruit, Creeping Lip-Plant, Capeweed, Creeping Frogfruit, Mat-Grass"
Phyllanthopsis phyllanthoides,Missouri Maidenbush
Phyllanthus amarus,"Gale-Of-Wind, Carry-Me-Seed"
Phyllanthus caroliniensis,Carolina Leaf-Flower
Phyllanthus tenellus,"Mascarene Island Leaf-Flower, Long-Stalk Leaf-Flower"
Phyllanthus urinaria,"Chamber-Bitter, Gripeweed, Peewater Leaf-Flower"
Phyllostachys aurea,"Golden Bamboo, Fishpole Bamboo"
Phyllostachys aureosulcata,Yellow Grove Bamboo
Physalis acutifolia,"Sharp-Leaf Ground-Cherry, Wright’s Ground-Cherry"
Physalis angulata,"Cutleaf Ground-Cherry, Cow-Pops, Wild Gooseberry, Smooth Ground-Cherry"
Physalis angustifolia,Coastal Ground-Cherry
Physalis arenicola,"Cypress-Head Ground-Cherry, Sandhill Ground-Cherry"
Physalis carpenteri,Carpenter’s Ground-Cherry
Physalis cinerascens,Small-Flower Ground-Cherry
Physalis cordata,"Heartleaf Ground-Cherry, Toothleaf Ground-Cherry"
Physalis grisea,"Strawberry-Tomato, Gray Ground-Cherry, Dwarf Cape-Gooseberry"
Physalis heterophylla,Clammy Ground-Cherry
Physalis longifolia var. subglabrata,"Smooth Ground-Cherry, Smooth Purple Ground-Cherry"
Physalis mollis,Field Ground-Cherry
Physalis pubescens var. integrifolia,Thinleaf Downy Ground-Cherry
Physalis pubescens var. pubescens,"Husk-Tomato, Hairy Ground-Cherry, Thickleaf Downy Ground-Cherry"
Physalis virginiana,Virginia Ground-Cherry
Physalis walteri,"Walter’s Ground-Cherry, Dune Ground-Cherry"
Physocarpus opulifolius,"Eastern Ninebark, Atlantic Ninebark, Comomn Ninebark, Opulaster"
Physostegia angustifolia,"Narrowleaf False Dragonhead, Narrowleaf Obedient-Plant, Triangle Lion’s-Heart"
Physostegia digitalis,"Finger False Dragonhead, Finger Lion's-Heart"
Physostegia virginiana ssp. praemorsa,Southern Obedient-Plant
Physostegia virginiana ssp. virginiana,"Northern Obedient-Plant, False Dragon’s-Head, Lion’s-Heart"
Phytolacca americana,"American Pokeweed, Common Pokeweed, Poke-Salad, Pigeonberry"
Phytolacca rigida,Maritime Pokeweed
Picris pauciflora,Small-Flower Ox-Tongue
Pieris phillyreifolia,"Climbing Fetterbush, Vine-Wicky"
Pilea microphylla,"Artillery-Plant, Rockweed, Artillery-Weed"
Pilea pumila,"Canadian Clearweed, Green-Fruit Clearweed, Coolwort, Richweed"
Pilularia americana,American Pillwort
Pinguicula lutea,Yellow Butterwort
Pinguicula planifolia,"Chapman’s Butterwort, Swamp Butterwort, Red Butterwort"
Pinguicula primuliflora,"Primrose Butterwort, Southern Butterwort, Clearwater Butterwort"
Pinguicula pumila,Small Butterwort
Pinus clausa,Sand Pine
Pinus echinata,"Shortleaf Pine, Rosemary Pine, Yellow Pine"
Pinus elliottii,Slash Pine
Pinus glabra,"Spruce Pine, Walter’s Pine"
Pinus palustris,"Longleaf Pine, Southern Pine"
Pinus serotina,"Pond Pine, Pocosin Pine, Marsh Pine"
Pinus strobus,Eastern White Pine
Pinus taeda,"Loblolly Pine, Old-Field Pine"
Pinus virginiana,"Virginia Pine, Scrub Pine, Jersey Pine"
Piptochaetium avenaceum,"Black-Seed Needlegrass, Eastern Needlegrass, Black Oatgrass, Black-Seed Speargrass"
Piriqueta caroliniana,"Pitted Stripeseed, Morning-Buttercup"
Pistia stratiotes,"Water-Lettuce, Water-Bonnet, Shell-Flower"
Pisum sativum,"Garden Pea, English Pea"
Pittosporum tobira,"Japanese Cheesewood Japanese Pittosporum, Japanese Mock-Orange, Australian-Laurel"
Pityopsis aspera var. adenolepis,Carolina Silkgrass
Pityopsis graminifolia var. graminifolia,"Narrowleaf Silkgrass, Grassleaf Golden-Aster"
Pityopsis graminifolia var. latifolia,Large-Head Silkgrass
Pityopsis graminifolia var. tenuifolia,Small-Head Silkgrass
Pityopsis oligantha,"Grassleaf Golden-Aster, Coastal-Plain Golden-Aster, Coastal-Plain Silkgrass"
Pityopsis pinifolia,"Taylor County Golden-Aster, Sandhill Golden-Aster, Pine-Leaf Golden-Aster"
Planera aquatica,"Planer-Tree, Water-Elm"
Planodes virginicum,"Virginia Winged-Rockcress, Virginia Rockcress, Southern Sandcress"
Plantago aristata,"Large-Bract Plantain, Bracted Plantain"
Plantago cordata,"Heartleaf Plantain, King-Root"
Plantago coronopus,Buck-Horn Plantain
Plantago heterophylla,"Slender Plantain, Many-Seed Plantain"
Plantago hookeriana,"Tallow-Weed, Hooker’s Plantain"
Plantago lanceolata,"English Plantain, Narrowleaf Plantain, Rib-Grass, Buckhorn Plantain, Rib-Wort Plantain"
Plantago major,"Greater Plantain, Common Plantain, Whiteman's-Foot"
Plantago pusilla,Dwarf Plantain
Plantago rhodosperma,Red-Seed Plantain
Plantago rugelii,"Black-Seed Plantain, American Plantain, Rugel's Plantain, Red-Stem Plantain"
Plantago virginica,"Pale-Seed Plantain, Virginia Plantain, Southern Plantain, Hoary Plantain"
Plantago wrightiana,Wright’s Plantain
Platanthera ciliaris,"Yellow Fringed Orchid, Orange Fringed Orchid, Orange-Plume"
Platanthera clavellata,"Little Club-Spur Orchid, Small Green Wood Orchid, Small Woodland Orchid"
Platanthera conspicua,"Southern White Fringed Orchid, Large White Fringed Orchid"
Platanthera cristata,"Crested Yellow Orchid, Orange-Crest Orchid, Crested Fringed Orchid"
Platanthera flava var. flava,"Southern Rein Orchid, Pale-Green Orchid, Southern Gypsy-Spike,"
Platanthera flava var. herbiola,"Tubercled Rein Orchid, Northern Gypsy-Spike"
Platanthera integra,"Yellow Fringeless Orchid, Southern Yellow Orchid, Golden Fringeless Orchid"
Platanthera integrilabia,"White Fringeless Orchid, Monkey-Face Orchid"
Platanthera lacera,"Green Fringed Orchid, Ragged Orchid, Ragged Fringed Orchid"
Platanthera nivea,"Snowy Orchid, White Rein Orchid, White Frog-Arrow"
Platanthera peramoena,"Purple Fringeless Orchid, Pride-Of-The-Peak, Purple Spire Orchid"
Platanus occidentalis,"American Sycamore, Plane-Tree, Buttonwood"
Platycladus orientalis,"Oriental Arborvitae, Tree-Of-Life"
Plectocephalus americanus,American Basket-Flower
Pleea tenuifolia,"Rush-Featherling, Rush False Asphodel"
Pleopeltis polypodioides var. michauxiana,"Resurrection Fern, Gray Polypody, Scaly Polypody"
Pluchea baccharis,"Rosy Camphorweed, Marsh-Fleabane"
Pluchea camphorata,"Common Camphorweed, Plowman’s-Wort, Stinkweed"
Pluchea foetida,"Stinking Camphorweed, Stinking-Fleabane"
Pluchea odorata,"Saltmarsh-Fleabane, Sweet-Scent"
Pluchea sagittalis,Wing-Stem Camphorweed
Pluchea yucatanensis,Yucatan Camphorweed
Poa annua,"Annual Bluegrass, Low Speargrass"
Poa arachnifera,Texas Bluegrass
Poa autumnalis,Autumn Bluegrass
Poa chapmaniana,Chapman’s Bluegrass
Poa compressa,"Canadian Bluegrass, Flat-Stem Bluegrass, English Bluegrass"
Poa cuspidata,"Early Bluegrass, Toothed Bluegrass"
Poa pratensis,"Kentucky Bluegrass, June Bluegrass, Speargrass"
Poa sylvestris,"Woodland Bluegrass, Woods Speargrass, Forest Bluegrass"
Podocarpus macrophyllus,"Buddhist-Pine, Yew Plum-Pine, Yew Podocarpus, Japanese-Yew"
Podophyllum peltatum,"May-Apple, American Mandrake"
Podostemum ceratophyllum,"Horn-Leaf Riverweed, Threadfoot"
Pogonia ophioglossoides,"Snake-Mouth Orchid, Rose Pogonia, Rose-Crested Orchid, Beard-Flower, Ettercap, Addermouth"
Polanisia dodecandra ssp. trachysperma,"Large-Flower Clammyweed, Sandy-Seed Clammyweed, Western Clammyweed, Rough-Seed Clammyweed"
Polanisia tenuifolia,"Slender-Leaf Clammyweed, Pineland-Catchfly"
Polemonium reptans var. reptans,"Spreading Jacob’s-Ladder, Greek-Valerian"
Polemonium reptans var. socialis,Kral’s Jacob’s-Ladder
Polycarpon tetraphyllum,"Four-Leaf Allseed, Four-Leaf Manyseed"
Polygala ambigua,"Alternate Milkwort, Loose Milkwort"
Polygala balduinii,"Baldwin’s Milkwort, White Milkwort"
Polygala boykinii,Boykin’s Milkwort
Polygala brevifolia,"Little-Leaf Milkwort, Shortleaf Milkwort"
Polygala chapmanii,Chapman’s Milkwort
Polygala crenata,"Scalloped Milkwort, Crenate Milkwort"
Polygala cruciata var. aquilonia,Northern Drumheads
Polygala cruciata var. cruciata,"Southern Drumheads, Cross-Leaf Milkwort, Purple Candyroot"
Polygala curtissii,"Curtiss’ Milkwort, Appalachian Milkwort"
Polygala cymosa,"Tall Pinebarren Milkwort, Tall Milkwort"
Polygala hookeri,Hooker’s Milkwort
Polygala incarnata,"Pink Milkwort, Procession-Flower"
Polygala leptocaulis,Swamp Milkwort
Polygala leptostachys,Georgia Milkwort
Polygala lutea,"Orange Milkwort, Candyweed, Bog Bachelor’s-Button"
Polygala mariana,Maryland Milkwort
Polygala nana,"Candyroot, Dwarf Milkwort, Low Bachelor’s-Button"
Polygala nuttallii,Nuttall’s Milkwort
Polygala polygama,"Racemed Milkwort, Southern Bitter Milkwort"
Polygala ramosa,Low Pinebarren Milkwort
Polygala sanguinea,"Field Milkwort, Blood Milkwort, Purple Milkwort"
Polygala senega var. latifolia,Broadleaf Seneca-Snakeroot
Polygala verticillata var. isocycla,Short Whorled Milkwort
Polygala verticillata var. verticillata,Whorled Milkwort
Polygonatum biflorum var. biflorum,"Smooth Solomon’s-Seal, Small Solomon's-Seal"
Polygonatum biflorum var. commutatum,"Great Solomon's-Seal, Giant Solomon’s-Seal, Large Solomon’s-Seal, King Solomon's-Seal"
Polygonatum pubescens,"Hairy Solomon’s-Seal, Downy Solomon’s-Seal"
Polygonum americanum,"Southern Jointweed, American Jointweed"
Polygonum aviculare ssp. aviculare,"Prostrate Knotweed, Yard Knotweed, Common Knotweed, Common Knot-Grass"
Polygonum aviculare ssp. depressum,"Oval-Leaf Knotweed, Devil’s-Shoestrings, Equal-Leaf Knot-Grass"
Polygonum aviculare ssp. neglectum,"Narrowleaf Knotweed, Needle-Leaf Knotweed"
Polygonum erectum,Erect Knotweed
Polygonum fimbriatum,Sandhill Jointweed
Polygonum glaucum,"Seaside Knotweed, Seabeach Knotweed"
Polygonum gracile,"Tall Jointweed, Slender Wireweed"
Polygonum patulum,"Bellard’s Smartweed, Red Knot-Grass, Tree Hogweed"
Polygonum polygamum,"Showy Jointweed, October-Flower"
Polygonum ramosissimum,"Tall Knotweed, Yellow-Flower Knotweed"
Polygonum smallianum,"Large-Leaf Jointweed, Large-Leaf Wireweed"
Polygonum tenue,"Pleat-Leaf Knotweed, Slender Knotweed, Glade Knotweed"
Polymnia canadensis,"White-Flower Leafcup, Small-Flower Leafcup"
Polymnia laevigata,Tennessee Leafcup
Polypodium appalachianum,"Appalachian Rockcap Fern, Appalachian Polypody"
Polypodium virginianum,"Common Rockcap Fern, Rock Polypody, Common Polypody"
Polypogon monspeliensis,"Annual Rabbit’s-Foot Grass, Annual Beard Grass"
Polypremum procumbens,"Juniper-Leaf, Rustweed"
Polystichum acrostichoides,"Christmas Fern, Dagger Fern"
Polystichum polyblepharum,Japanese Tassel Fern
Polytaenia nuttallii,"Prairie-Parsley, Texas-Parsley"
Pontederia cordata var. cordata,"Heartleaf Pickerel-Weed, Wampee, Pickerel-Rush"
Pontederia cordata var. lancifolia,Lance-Leaf Pickerel-Weed
Ponthieva racemosa,Hairy Shadow-Witch
Populus alba,"White Poplar, Silver Poplar"
Populus deltoides,"Eastern Cottonwood, Eastern Poplar, Southern Cottonwood"
Populus heterophylla,"Swamp Cottonwood, Swamp Poplar, Downy Poplar"
Portulaca amilis,"Paraguayan Purslane, Broadleaf Pink Purslane"
Portulaca coronata,"Crown-Pod Purslane, Flatrock Portulaca"
Portulaca grandiflora,"Rose-Moss, Moss-Rose Purslane"
Portulaca oleracea,"Common Purslane, Little Hogweed, Garden Purslane, Pussley"
Portulaca pilosa,"Kiss-Me-Quick, Pink Purslane, Shaggy Portulaca"
Potamogeton amplifolius,"Large-Leaf Pondweed, Broadleaf Pondweed, Bigleaf Pondweed"
Potamogeton crispus,"Curly Pondweed, Curly Muckweed, Curled Pondweed"
Potamogeton diversifolius,"Water-Thread Pondweed, Common Snailseed Pondweed, Diverse-Leaf Pondweed"
Potamogeton epihydrus,Ribbon-Leaf Pondweed
Potamogeton foliosus,Leafy Pondweed
Potamogeton illinoensis,"Illinois Pondweed, Shining Pondweed"
Potamogeton nodosus,"Longleaf Pondweed, American Pondweed, Knotty Pondweed"
Potamogeton perfoliatus,"Clasping-Leaf Pondweed, Perfoliate Pondweed, Redhead-Grass"
Potamogeton pulcher,"Spotted Pondweed, Heartleaf Pondweed"
Potamogeton pusillus ssp. pusillus,Small Pondweed
Potamogeton pusillus ssp. tenuissimus,Slender Pondweed
Potamogeton robbinsii,"Fern Pondweed, Robbins' Pondweed, Fern-Leaf Pondweed"
Potentilla canadensis,"Dwarf Cinquefoil, Running Five-Fingers, Canadian Cinquefoil"
Potentilla norvegica,"Rough Cinquefoil, Norwegian Cinquefoil, Strawberry-Weed"
Potentilla recta,"Sulphur Cinquefoil, Sulphur Five-Fingers, Rough-Fruit Cinquefoil"
